"Visual Labs, Inc.","Menlo Park, California (Headquarters)",http://www.visuallabsinc.com,,,AWS Public Sector Partner: Government,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Visual%20Labs%2C%20Inc.&id=001E000001OIzU7IAL
"FUTUREINN CO.,LTD.","名古屋市千種区, 愛知県 (Headquarters)",http://www.futureinn.co.jp,,私たち株式会社フューチャーインはお客さまのビジネスの創造と利益に貢献できる「ビジネスプランニングパートナー」として、 ICT分野を中心に幅広く事業を展開しています。 企業のお客さまには、それぞれの業務内容に即した最適なソリューションやシステムを、 自治体や教育機関のお客さまには、その行政業務や校務等に特化した製品やサービスをご提案、ご提供しています。 AWSクラウドにおいても、経営理念「新しい価値の創造にチャレンジ」のもと、 社内インフラからシステム開発まで、フルスタック・ワンストップでご提供可能です。,AWS Public Sector Partner: Education,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=FUTUREINN%20CO.%2CLTD.&id=001E000001OJZcoIAH
Cogeco Peer1,"Toronto, Ontario (Headquarters)",http://www.cogecopeer1.com/,,TBD,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Cogeco%20Peer1&id=001E000001OJd28IAD
Xelleration,"Irvine, California (Headquarters)",http://www.xelleration.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Xelleration&id=001E000001OJo4tIAD
Simmetry Solutions Inc.,"Reston, Virginia (Headquarters)",http://www.simmetrysolutions.com,,,AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Simmetry%20Solutions%20Inc.&id=001E000001OKJUfIAP
HighPoint Solutions,"East Norriton, Pennsylvania (Headquarters)",http://www.highpointsolutions.com,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=HighPoint%20Solutions&id=001E000001OKUJaIAP
Myriad Supply,"New York, New York (Headquarters)",http://www.myriadsupply.com,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Myriad%20Supply&id=001E000001OLNOHIA5
"TCI (TRI-COR Industries, Inc.)","Alexandria, Virginia (Headquarters)",http://www.tricorind.com/,,"TCI specializes in Full Lifecycle Enterprise Business and IT Solutions, leveraging leading edge technology and a continuous improvement model to ensure clients receive high-impact IT solutions in an accelerated manner while reducing risk levels to a minimum.",AWS Public Sector Partner,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=TCI%20(TRI-COR%20Industries%2C%20Inc.)&id=001E000001OLaeyIAD
Soluciones Cloud del Peru,"Lima, Lima (Headquarters)",http://www.soluciones-cloud.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Soluciones%20Cloud%20del%20Peru&id=001E000001OLcdyIAD
"Edge Hosting, A DataBank Co.","Dallas, Texas (Headquarters)",http://www.edgehosting.com,,"Edge Hosting, A DataBank Company, delivers better business outcomes with services including national Data Centers, Colocation, Interconnectivity, Compliance Architecture & Audit Support, Cloud Migration & Design Services, Managed Services for AWS, and Dedicated Cloud Design. Compliance and security certifications include FedRAMP, PCI, SSAE 16, Privacy Shield Framework, and HIPAA.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Edge%20Hosting%2C%20A%20DataBank%20Co.&id=001E000001OM2XqIAL
Didim365,"Geumcheon-gu, Seoul (Headquarters)",http://www.didim365.com/,,"Didim365 that is a Cloud Service Consulting, Migration and Maintenance Specialist is AWS’s value-added distributor. Through the Experience of Enterprise and Government G Cloud Services to secure the security of large scale cloud services, Didim365 has acquired extensive know how. Didim365 has recognized for its high level of a building and managing secure cloud capabilities of the IT industry.",AWS Public Sector Partner: Government,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Didim365&id=001E000001OMG9bIAH
SK C&C,"Seongnam-si, Gyeonggi-do, Gyeonggi-do (Headquarters)",http://www.sk.com,,,AWS Public Sector Partner: Education,"AWS Certified Solutions Architect - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SK%20C%26C&id=001E000001QKlKgIAL
NEEN S.p.A.,"Milan, MI (Headquarters)",http://www.neen.com,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=NEEN%20S.p.A.&id=001E000001QKyCtIAL
Tropos.io,"Berchem, Antwerpen (Headquarters)",http://www.tropos.io,,"AWS-native data analytics agency. We focus on end-to-end services for machine learning, big data and data analytics .",AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Tropos.io&id=001E000001QLVn8IAH
ITMAGINATION Sp. z o.o.,"Warszawa, 00-805 (Headquarters)",http://www.itmagination.com,,"ITMAGINATION provide enterprises around the world with innovative technologies, services and solutions in the area of cloud services, data analytics, data science and software development. Established in 2008, with more than 485 consultants is one of the fastest growing technology companies in Central Europe, ranked in Deloitte Fast 50 CE and Financial Times 1000 Fast Europe.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ITMAGINATION%20Sp.%20z%20o.o.&id=001E000001QLr4XIAT
4impact Group Pty Ltd,"Brisbane, Queensland (Headquarters)",http://www.4impact.com.au,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=4impact%20Group%20Pty%20Ltd&id=001E000001QM96SIAT
Blackspoke,"Arlington, Virginia (Headquarters)",http://www.blackspoke.com,,"Blackspoke has over six years of successful experience supporting the Federal Government for multiple customers including NGA and Intelligence Community customers, various Department of Defense agencies (DISA, ITA, WHS, PFPA), The Department of Justice, US Courts, and NATO.",AWS Public Sector Partner: Government,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Blackspoke&id=001E000001QMJfIIAX
M2,"Berlin, Berlin (Headquarters)",https://m2dot.com,,M2 provides products and professional services in business intelligence and big data analytics using state-of-the-art technology. With 10 years experience in implementing Tableau Software we are the first and most experienced Tableau consulting partner to come out of Germany. Through our partnership with AWS we bring agility to your data infrastructure.,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=M2&id=001E000001QMkmEIAT
Onepath,"Kennesaw, Georgia (Headquarters)",http://www.1path.com,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Onepath&id=001E000001QMqFaIAL
CloudSpace USA,"Houston, Texas (Headquarters)",http://www.cloudspaceusa.com,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CloudSpace%20USA&id=001E000001QNHtWIAX
Micronet de México S.A. de C.V.,"Monterrey,  Nuevo León (Headquarters)",http://www.ikusiredes.com,,"Como integrador de redes de telecomunicaciones y TI, diseñamos, implementamos y administramos tecnología de telecomunicaciones con soluciones para sectores como Operadores, Mercado Empresarial y Gobierno. Ofrece alternativas innovadoras para arquitecturas Networking, plataformas en Cloud, Colaboración, Internet of Things, entre otras.","AWS Public Sector Partner: Government, Education","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Micronet%20de%20M%C3%A9xico%20S.A.%20de%20C.V.&id=001E000001QODpiIAH
"The Burgundy Group, Inc.","Mesa, Arizona (Headquarters)",http://www.tbginc.com,,"The Burgundy Group, Inc. is an AWS infrastructure, PeopleSoft applications and Oracle databases managed and consulting services firm located in Mesa, Arizona. TBGI proprietary solutions include Smart EMS, a set of AWS automations that automate the creation and maintenance of PeopleSoft environments, including restoring the database, in the AWS cloud in about 40 minutes.","AWS Public Sector Partner: Government, Education",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=The%20Burgundy%20Group%2C%20Inc.&id=001E000001QOLqtIAH
"Spacenet Inc, a SageNet company","Reston, Virginia (Headquarters)",http://www.sagenet.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Spacenet%20Inc%2C%20a%20SageNet%20company&id=001E000001Tmj5IIAR
SecureWorx,"Melbourne, Victoria (Headquarters)",http://www.secureworx.com.au,,"The key focus of the company is to guide Businesses and Government towards the agility and cost-efficiency of secure cloud environments, supporting their transformation, managing the complexity of multiple clouds and ensuring their ongoing adherence to strict data standards. The advisory team has a deep and proven expertise in cyber security, IT enterprise design, engineering and governance.",AWS Public Sector Partner: Government,"AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SecureWorx&id=001E000001Tn9UkIAJ
"Data Blue, LLC","Atlanta, Georgia (Headquarters)",http://www.data-blue.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Data%20Blue%2C%20LLC&id=001E000001Tnt8BIAR
Starfish Storage,"Waltham, Massachusetts (Headquarters)",http://www.starfishstorage.com,,,AWS Public Sector Partner: Government,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Starfish%20Storage&id=001E000001To5c8IAB
Applexus Technologies,"Federal Way, Washington (Headquarters)",http://www.applexus.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Applexus%20Technologies&id=001E000001To6GwIAJ
Trivento,"Amersfoort, Utrecht (Headquarters)",http://www.trivento.nl,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Trivento&id=001E000001Tp5SsIAJ
eCapital Advisors,"Bloomington, Maine (Headquarters)",http://www.ecapitaladvisors.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=eCapital%20Advisors&id=001E000001URUvcIAH
PayIt,"Kansas City, Missouri (Headquarters)",http://www.mobilgov.com,,"PayIt is simplifying doing business with state, local, and federal government through its award-winning digital government and payment and engagement platform. Along with our government partners, we are transforming the customer experience and making government more modern, convenient, and personal.",AWS Public Sector Partner: Government,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=PayIt&id=001E000001URVjSIAX
KPI Partners,"Newark, California (Headquarters)",http://www.kpipartners.com,,,AWS Public Sector Partner: Education,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=KPI%20Partners&id=001E000001UrTmcIAF
Rumos,"Lisboa, Lisboa (Headquarters)",http://www.rumos.pt,,"Rumos is a private company and the most representative Training Center in Portugal. founded in January 1992. Our training offer is divided into three areas: Vendor Certified Training, Rumos Specialized Training and Rumos Academies. Our dedication to the training industry, as a competitiveness differentiator tool for organizations, made us leaders in the IT training and certification.",Authorized Training Partner,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Rumos&id=001E000001V8GvoIAF
Addskills Cornerstone Group AB,"Kista, Stockholm (Headquarters)",http://www.addskills.se,,,Authorized Training Partner,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Addskills%20Cornerstone%20Group%20AB&id=001E000001V8He6IAF
Global Knowledge Belgium,"Mechelen, Vlaanderen (Headquarters)",http://www.globalknowledge.be,,,Authorized Training Partner,"AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Global%20Knowledge%20Belgium&id=001E000001V9JBQIA3
"Cloud Chomp, Inc.","Houston, Texas (Headquarters)",http://www.cloudchomp.com,,"CC Analyzer is a decision making tool that helps you ensure IT infrastructure efficiency, establish internal cost allocation procedures, and create a blueprint for a successful cloud migration; while maximizing the value of the cloud through a true transformation, eliminating server sprawl and underutilized resources to increase the opportunity for rapid business innovation.",Authorized Commercial Reseller,"AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Cloud%20Chomp%2C%20Inc.&id=001E000001V9UPCIA3
cBEYONData.com,"Lorton, Virginia (Headquarters)",http://www.cbeyondata.com,,,AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=cBEYONData.com&id=001E000001V9geOIAR
BIG & Associates Ltd.,"Thornhill, Ontario (Headquarters)",http://www.bigandassociates.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BIG%20%26%20Associates%20Ltd.&id=001E000001VA1NkIAL
ELCA Informatique SA,"Lausanne, Vaud (Headquarters)",http://www.elca.ch,,"ELCA is one of the biggest independent Swiss full-service providers of business and technology solutions, and a leader in the fields of IT business consulting, software development and maintenance, and IT systems integration. ELCA solutions reduce complexity and increase innovation cycles, improve business outcomes and customer satisfaction. The privately-owned company counts 1,000 experts.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ELCA%20Informatique%20SA&id=001E000001VABjyIAH
intergrupo,"Sabaneta, Central (Centro) (Headquarters)",http://www.intergrupo.com,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=intergrupo&id=001E000001VAG39IAH
Softplan Planejamento de Sistemas,"Florianopolis, Santa Catarina (Headquarters)",http://www.softplan.com.br,,,AWS Public Sector Partner: Government,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Softplan%20Planejamento%20de%20Sistemas&id=001E000001VArLcIAL
ETC - Enterprise Training Center,"Vienna, Vienna (Headquarters)",https://www.etc.at,,"ETC is your partner of choice for high-quality IT-Training for Corporate/Enterprise customers but also in the SMB area. Trust in our public schedule, our outstanding services and the Premium Training Center based in Vienna, Austria",Authorized Training Partner,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ETC%20-%20Enterprise%20Training%20Center&id=001E000001VAvHCIA1
We're The Glue Pty Ltd,"Denistone East, New South Wales (Headquarters)",https://www.theglue.com.au,,"The Glue is a business process and technology consulting firm that delivers integrated solutions across a wide range of infrastructure and applications. We take a holistic view of business process and technology to drive improved customer and stakeholder outcomes. Our consulting model allows us to scale our approach to service businesses from 1 to 5,000 employees on one-off or ongoing pro",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=We%27re%20The%20Glue%20Pty%20Ltd&id=001E000001VBFSTIA5
Infonyx Pty Ltd,"Melbourne, Victoria (Headquarters)",http://www.infonyx.com.au,,,Authorized Commercial Reseller,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Infonyx%20Pty%20Ltd&id=001E000001VBYgwIAH
VariQ Corporation,"Washington, District of Columbia (Headquarters)",http://www.variq.com,,"Founded in 2003, VariQ is a premier provider of Cybersecurity, Software Development and Enterprise Solutions to over 20 federal, state, and local government departments and agencies.",AWS Public Sector Partner: Government,"AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate","General Services Administration (GSA) Alliant,NIH NITAAC CIO-SP3,Center for Medicaid and Medicare Services (CMS) SPARC,General Services Administration (GSA) Alliant 2 Small Business (SB)","Business Applications - Microsoft,Business Applications - Oracle,Business Applications - Other,Content Delivery,Database & Data Warehouse,Dev & Test,Disaster Recovery,High Availability,Mobile,Security & Compliance,Web & Web Apps,Big Data, Analytics, Batch Processing & Business Intelligence (BI),Storage (Backup, Recovery & Asset Storage)","Government, Education & Public Services",Government - National,"Apache,Hadoop,JBOSS,Linux,Microsoft .NET,Microsoft Exchange,Microsoft SharePoint,Microsoft SQL,MySql,Oracle DB,Oracle Middleware,Ruby,System Management","Custom Application Development,Strategic / IT Consulting,Systems Integration,Assessments","Small Business,HUBzone",https://aws.amazon.com/partners/find/partnerdetails/?n=VariQ%20Corporation&id=001E000001VBpJgIAL
BanffCyber,"Singapore, Singapore (Headquarters)",http://www.weborion.io,,"We are a cyber security product start-up company, that has demonstrated its ability to create innovative solutions in the area of web, logs and cloud security. Our All-In-One WebOrion product, based on our own unique patented technologies, provide our clients with a unique set of counter measures against web hackings including defacements, ransomware, DDOS, Blackhat SEOs, Cryptojacking etc.","AWS Public Sector Partner: Government, Education, Nonprofit",AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BanffCyber&id=001E000001VCGaYIAX
MONT,"Moscow, Moscow (Headquarters)",http://www.mont.ru,,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=MONT&id=001E000001d9JxjIAE
OM Group Inc,"Piscataway, New Jersey (Headquarters)",http://www.omgroupinc.us,,,AWS Public Sector Partner: Government,AWS Certified Solutions Architect - Associate,United States Army ACCENT,"Business Applications - Microsoft,Database & Data Warehouse,Mobile,Security & Compliance,Web & Web Apps","Government, Education & Public Services",Government - National,"Microsoft .NET,Microsoft SharePoint,Microsoft SQL,Oracle DB","Cloud Migration Services,Custom Application Development,Managed Service Provider,Strategic / IT Consulting,Assessments","Small Disadvantaged Business(SDB),Minority Owned,SBA Certified Small Business(SB),Women-Owned Small Business(WOSB),Small Disadvantaged Business 8(a) Certified,Economically Disadvantaged Women-Owned Small Business(EDWOSB)",https://aws.amazon.com/partners/find/partnerdetails/?n=OM%20Group%20Inc&id=001E000001d9T4fIAE
"Seed Innovations, LLC","Monument, Colorado (Headquarters)",http://www.seed-innovations.com,,,AWS Public Sector Partner: Government,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Seed%20Innovations%2C%20LLC&id=001E000001d9k6CIAQ
Ironside,"Lexington, Massachusetts (Headquarters)",http://www.ironsidegroup.com,,,Authorized Commercial Reseller,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Ironside&id=001E000001d9m7KIAQ
"NXGN, Inc","Chicago, Illinois (Headquarters)",http://www.nxgn.io,,"NXGN is an independent advisory with roots that reach Silicon Valley’s investors and latest technology innovators. Our Engineers focus on these advanced technologies and their vetted place in the Enterprise. Having been in Enterprise Operations & Engineering roles, NXGN uniquely understands and guides its clients during their transformative journey.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=NXGN%2C%20Inc&id=001E000001d9r5oIAA
F3 Technology Partners,"West Hartford, Connecticut (Headquarters)",http://www.f3partners.com,,,Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=F3%20Technology%20Partners&id=001E000001d9wyBIAQ
Keystone Technologies,"eureka, Missouri (Headquarters)",http://www.keystonetechnologies.com,,"With a vision of enabling and empowering every person to control his or her own health. Keystone provides Health IT Consulting, Technology Products & Services, HIPAA-Compliant Cloud Computing, Healthcare Managed IT Services, along with our unique health solutions which include Data Conversions and Artificial Intelligence-based Passive Monitoring.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Keystone%20Technologies&id=001E000001d9x5BIAQ
Ronin,"New Acton, Australian Capital Territory (Headquarters)",https://ronin.cloud,,"We developed the Ronin platform in an effort to lower the bar of entry to scientific and cloud computing by simplifying the way cloud resources are procured, configured and consumed. By providing complex IT services simplified for the research community, Ronin empowers researchers and research organisations to get on with the task at hand, research.","AWS Public Sector Partner: Government, Education","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Ronin&id=001E000001dA0FmIAK
Sistel,"Comayagüela, DC, Francisco Morazán (Headquarters)",http://www.sistelhn.com,,"Con más de 15 años de experiencia, somos una empresa líder en servicios de Tecnologías de la Información y Comunicaciones brindando servicios de clase mundial y ayudándoles a implementar soluciones asequibles de manera ágil y eficiente hasta en los escenarios más complejos. Conozca más de nuestro servicios en","AWS Public Sector Partner: Government, Education, Nonprofit","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Sistel&id=001E000001dA1JAIA0
EXPERTEAM,"Nanterre, IDF (Headquarters)",http://www.experteam.fr,,"Since 2008 ExperTeam has been involved in the construction of new user environments in order to increase the value created by new technologies. ExperTeam employs more than 220 professionals. ExperTeam has 4 business lines (Cloud Projects,Engineering for workstations,Internet of Things,Data Analytics) Through our core business, we specialize in AWS WorkSpaces (VDI), Amazon Connect (call center).",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=EXPERTEAM&id=001E000001dA3RHIA0
Prosyn Ltd.,"London, London (Headquarters)",http://www.prosyn.co.uk,,,Authorized Commercial Reseller,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Prosyn%20Ltd.&id=001E000001dA3WJIA0
Apogee Integration LLC,"Chantilly, Virginia (Headquarters)",http://www.apogeeintegration.com,,"APOGEE delivers innovative products, tools and engineering support for technical and intelligence analysis at leading IC agencies. APOGEE specializes in Cloud Services, Machine Learning, Data Science, Training, Modeling & Simulation, Geospatial Analysis, 3D Visualization, Software / Systems / Network & Aerospace Engineering. At APOGEE, we transform your complex data into Actionable Intelligence.",AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Apogee%20Integration%20LLC&id=001E000001dA5JOIA0
Fattoria Web,"Rio de Janeiro, Rio de Janeiro (Headquarters)",http://www.fattoriaweb.com.br,,,AWS Public Sector Partner: Government,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Fattoria%20Web&id=001E000001dA5SBIA0
OCS Distribution,"Moscow, Moscow (Headquarters)",http://www.ocs.ru,,"The main activity of OCS is the Distribution (no end-user sales) of computers, telecommunication equipment, peripherals, passive and networking equipment, ILM-solutions, computer components, infrastructure software, consumer electronics and interactive entertainment products (video games, various accessories and game consoles). OCS focuses on project and volume distribution.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=OCS%20Distribution&id=001E000001dAGDgIAO
VSN INTERNATIONAL,"Indore, Madhya Pradesh (Headquarters)",http://www.vsndirect.com,,,AWS Public Sector Partner: Government,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=VSN%20INTERNATIONAL&id=001E000001dAKqDIAW
Mindsight,"Downers Grove, Illinois (Headquarters)",http://www.gomindsight.com,,"Mindsight is an extension of your team. Our culture is built on transparency and trust, and our team is made up of extraordinary people — the kinds of people you would hire. Mindsight provides a full spectrum of IT services and solutions, from design and implementation to migration, support and management.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Mindsight&id=001E000001dAN1bIAG
Complia,"Centennial, Colorado (CO) (Headquarters)",http://www.mycomplia.com,,"Complia is the TurboTax of marijuana regulatory filing. Complia makes cannabis licensing & regulatory filing effortless for government agencies. Complia electronically submits, reviews, and manages required regulatory filings. Regulators and operators enjoy streamlined cannabis licensing with our alert-based, license management tool & regulator-facing, cannabis case management system.",AWS Public Sector Partner: Government,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Complia&id=001E000001dThFuIAK
CANVIA,"Lima, Lima (Headquarters)",https://canvia.com/,,"En CANVIA, impulsamos y soportamos el proceso de transformación digital de nuestros clientes. Formamos parte del portafolio de Advent Internacional y contamos con 34 años de presencia en el mercado local y más de 2800 colaboradores. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil,segura.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CANVIA&id=001E000001dThnlIAC
"The Informatics Applications Group, Inc (TIAG)","Reston, Virginia (Headquarters)",http://www.tiag.net,,"TIAG® is an innovative technology company providing strategic, transformational solutions to private industry and across the DoD. Established in 1999, TIAG is focused on elevating the performance and mission of our customers through the seamless integration of advanced technologies and the overwhelming technical expertise of our people.","AWS Public Sector Partner: Government, Education, Non-Profit","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=The%20Informatics%20Applications%20Group%2C%20Inc%20(TIAG)&id=001E000001dTk3zIAC
Indyxa,"Blumenau, Santa Catarina (Headquarters)",http://www.indyxa.com.br,,"One of the largest technology companies in the South of Brazil, with more than 15 years of experience in the segment. We integrate in our portfolio solutions and services in IT infrastructure with business intelligence, cloud services, security and continuity, assets and projects and managed services.","AWS Public Sector Partner: Government, Education, Nonprofit","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Indyxa&id=001E000001dTkbuIAC
ROOTS Web Services,"Renton, Washington (Headquarters)",http://www.rootswebservices.com,,"ROOTS Web Services is a cloud solutions provider assisting companies and governments of all sizes to integrate cloud computing into their IT and business strategies. Our specialized team can assist across every stage of your cloud journey, which includes planning, designing, building, migrating, running, and optimizing and managing your cloud ecosystem.",Authorized Commercial Reseller,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ROOTS%20Web%20Services&id=001E000001dTlSkIAK
